,precipitation,t -1,t -2,t -3,t -4,t -5,t -6,t -7,t -8,t -9,t -10,t -11,t -12,t -13,t -14,t -15,t -16,t -17,t -18,t -19,t -20,t -21,t -22,t -23
45,91.9665,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88,0.98,1.87,1.38,-0.47,-0.98,-1.87,-0.02,-1.13,0.91,,
46,153.10299999999998,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88,0.98,1.87,1.38,-0.47,-0.98,-1.87,-0.02,-1.13,0.91,
47,279.7197,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88,0.98,1.87,1.38,-0.47,-0.98,-1.87,-0.02,-1.13,0.91
48,279.7602,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88,0.98,1.87,1.38,-0.47,-0.98,-1.87,-0.02,-1.13
49,135.3461,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88,0.98,1.87,1.38,-0.47,-0.98,-1.87,-0.02
50,147.097,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88,0.98,1.87,1.38,-0.47,-0.98,-1.87
51,35.5575,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88,0.98,1.87,1.38,-0.47,-0.98
52,29.6653,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88,0.98,1.87,1.38,-0.47
53,40.971000000000004,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88,0.98,1.87,1.38
54,12.0392,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88,0.98,1.87
55,0.7515,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88,0.98
56,12.835,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39,-0.88
57,6.9763,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,,-0.39
58,70.4533,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81,
59,310.8277,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32,-0.81
60,209.2828,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2,-1.32
61,12.7139,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02,0.2
62,101.0221,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04,0.02
63,100.8812,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62,-0.04
64,76.876,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98,-0.62
65,33.2783,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41,0.98
66,0.894,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42,0.41
67,11.7729,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11,1.42
68,1.0001,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62,-0.11
69,35.3441,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,,0.62
70,123.8429,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59,
71,41.5006,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09,1.59
72,203.7425,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13,-1.09
73,129.8573,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44,-2.13
74,149.9043,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06,-2.44
75,89.4119,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25,0.06
76,4.5102,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3,-0.25
77,34.1361,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35,1.3
78,1.0386,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35,1.35
79,13.5347,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1,0.35
80,5.4085,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62,1.1
81,11.2599,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,,-0.62
82,131.6273,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24,
83,168.2878,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51,0.24
84,91.6365,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29,-1.51
85,49.253,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07,-2.29
86,33.6671,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63,-0.07
87,110.175,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88,-0.63
88,13.5567,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99,3.88
89,6.3439,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54,0.99
90,4.1732,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12,-0.54
91,0.0377,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52,0.12
92,20.2526,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15,-0.52
93,18.1933,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,,-2.15
94,114.4645,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6,
95,480.1264,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75,0.6
96,297.1558,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51,-1.75
97,161.4874,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08,1.51
98,13.727,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2,0.08
99,52.9378,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64,0.2
100,69.5543,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79,-1.64
101,11.1526,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83,-1.79
102,6.521,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31,0.83
103,0.8737,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53,0.31
104,16.1379,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48,-0.53
105,103.6128,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,,-0.48
106,4.0219,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32,
107,25.0445,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71,-1.32
108,124.4163,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13,-1.71
109,174.1863,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35,-0.13
110,117.5632,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61,-1.35
111,68.1829,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84,-1.61
112,110.8823,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49,-2.84
113,4.7854,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61,-1.49
114,0.4233,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15,0.61
115,0.0422,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09,-0.15
116,55.7911,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37,-1.09
117,114.8889,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,,-0.37
118,63.3778,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39,
119,147.785,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99,-0.39
120,178.9221,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13,-1.99
121,332.1413,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29,-1.13
122,201.5729,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05,0.29
123,127.1508,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95,-0.05
124,38.7903,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48,-1.95
125,55.1463,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92,0.48
126,14.9303,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98,1.92
127,6.9738,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43,0.98
128,12.3918,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82,-1.43
129,15.5196,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,,-0.82
130,32.2346,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42,
131,57.1901,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98,1.42
132,215.3394,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56,-0.98
133,183.842,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26,-0.56
134,36.8626,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85,0.26
135,23.033,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71,0.85
136,26.9644,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03,1.71
137,3.0282,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49,-1.03
138,0.4958,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78,0.49
139,4.8491,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84,1.78
140,52.273,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6,0.84
141,3.1676,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,,0.6
142,0.1946,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38,
143,54.7547,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13,-0.38
144,168.2313,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45,0.13
145,199.1817,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73,0.45
146,137.1286,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11,0.73
147,53.0458,0.12,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0,0.11
148,49.2449,-0.39,0.12,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51,3.0
149,1.254,-0.74,-0.39,0.12,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14,1.51
150,3.8432,-0.71,-0.74,-0.39,0.12,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13,0.14
151,0.4202,0.65,-0.71,-0.74,-0.39,0.12,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29,-0.13
152,4.2425,-0.08,0.65,-0.71,-0.74,-0.39,0.12,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73,-0.29
153,18.4236,0.02,-0.08,0.65,-0.71,-0.74,-0.39,0.12,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,,0.73
154,179.8788,0.38,0.02,-0.08,0.65,-0.71,-0.74,-0.39,0.12,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62,
155,100.6896,-0.4,0.38,0.02,-0.08,0.65,-0.71,-0.74,-0.39,0.12,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04,1.62
156,89.0982,,-0.4,0.38,0.02,-0.08,0.65,-0.71,-0.74,-0.39,0.12,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03,0.04
157,104.6689,1.09,,-0.4,0.38,0.02,-0.08,0.65,-0.71,-0.74,-0.39,0.12,0.52,-0.76,,1.43,1.03,-0.43,0.34,-0.14,1.19,0.3,0.22,-2.03
