,precipitation,t -1,t -2,t -3,t -4,t -5,t -6,t -7,t -8,t -9,t -10,t -11,t -12,t -13,t -14,t -15,t -16,t -17,t -18,t -19,t -20,t -21,t -22,t -23
27,58.7856,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41,-0.96,4.01,1.5,1.09,2.64,0.43,0.82,0.34,0.59,-0.27,-1.23
28,36.2573,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41,-0.96,4.01,1.5,1.09,2.64,0.43,0.82,0.34,0.59,-0.27
29,17.4126,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41,-0.96,4.01,1.5,1.09,2.64,0.43,0.82,0.34,0.59
30,0.5856,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41,-0.96,4.01,1.5,1.09,2.64,0.43,0.82,0.34
31,2.4364,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41,-0.96,4.01,1.5,1.09,2.64,0.43,0.82
32,17.6535,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41,-0.96,4.01,1.5,1.09,2.64,0.43
33,153.6081,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41,-0.96,4.01,1.5,1.09,2.64
34,196.1526,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41,-0.96,4.01,1.5,1.09
35,201.9834,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41,-0.96,4.01,1.5
36,170.0752,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41,-0.96,4.01
37,111.5515,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41,-0.96
38,49.3925,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39,3.41
39,49.3122,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51,-1.39
40,56.8626,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93,-1.51
41,1.7826,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38,-0.93
42,0.0207,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81,1.38
43,5.0254,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38,-1.81
44,2.0262,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54,1.38
45,91.9665,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11,0.54
46,153.10299999999998,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55,0.11
47,279.7197,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31,0.55
48,279.7602,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82,3.31
49,135.3461,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61,0.82
50,147.097,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73,1.61
51,35.5575,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26,-1.73
52,29.6653,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87,1.26
53,40.971000000000004,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28,-0.87
54,12.0392,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51,-0.28
55,0.7515,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78,1.51
56,12.835,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78,0.78
57,6.9763,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88,0.78
58,70.4533,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82,-1.88
59,310.8277,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93,0.82
60,209.2828,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01,0.93
61,12.7139,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45,-2.01
62,101.0221,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11,-0.45
63,100.8812,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16,-2.11
64,76.876,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1,-1.16
65,33.2783,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85,1.1
66,0.894,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22,0.85
67,11.7729,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13,-0.22
68,1.0001,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97,-0.13
69,35.3441,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54,-0.97
70,123.8429,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92,2.54
71,41.5006,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15,0.92
72,203.7425,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14,0.15
73,129.8573,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79,-1.14
74,149.9043,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94,2.79
75,89.4119,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02,-0.94
76,4.5102,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79,0.02
77,34.1361,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05,-0.79
78,1.0386,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02,-1.05
79,13.5347,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42,-3.02
80,5.4085,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51,0.42
81,11.2599,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31,-1.51
82,131.6273,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02,-0.31
83,168.2878,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54,-0.02
84,91.6365,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25,0.54
85,49.253,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6,1.25
86,33.6671,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75,-1.6
87,110.175,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96,-0.75
88,13.5567,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13,-2.96
89,6.3439,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26,0.13
90,4.1732,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75,3.26
91,0.0377,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77,0.75
92,20.2526,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25,0.77
93,18.1933,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15,3.25
94,114.4645,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1,0.15
95,480.1264,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57,0.1
96,297.1558,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29,0.57
97,161.4874,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26,-0.29
98,13.727,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91,-0.26
99,52.9378,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94,-0.91
100,69.5543,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88,-0.94
101,11.1526,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59,0.88
102,6.521,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49,-0.59
103,0.8737,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09,2.49
104,16.1379,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54,2.09
105,103.6128,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44,1.54
106,4.0219,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17,1.44
107,25.0445,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21,-1.17
108,124.4163,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9,-2.21
109,174.1863,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4,-2.9
110,117.5632,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33,2.4
111,68.1829,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18,0.33
112,110.8823,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32,-0.18
113,4.7854,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54,-1.32
114,0.4233,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82,0.54
115,0.0422,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35,0.82
116,55.7911,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14,-2.35
117,114.8889,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51,-2.14
118,63.3778,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76,0.51
119,147.785,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96,-0.76
120,178.9221,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01,-2.96
121,332.1413,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9,0.01
122,201.5729,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54,-1.9
123,127.1508,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26,4.54
124,38.7903,1.79,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35,1.26
125,55.1463,1.1,1.79,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15,0.35
126,14.9303,-1.44,1.1,1.79,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51,-3.15
127,6.9738,-0.2,-1.44,1.1,1.79,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23,-0.51
128,12.3918,0.98,-0.2,-1.44,1.1,1.79,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39,1.23
129,15.5196,-0.23,0.98,-0.2,-1.44,1.1,1.79,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57,1.39
130,32.2346,1.65,-0.23,0.98,-0.2,-1.44,1.1,1.79,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53,2.57
131,57.1901,0.43,1.65,-0.23,0.98,-0.2,-1.44,1.1,1.79,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08,2.53
132,215.3394,-1.7,0.43,1.65,-0.23,0.98,-0.2,-1.44,1.1,1.79,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42,1.08
133,183.842,-1.15,-1.7,0.43,1.65,-0.23,0.98,-0.2,-1.44,1.1,1.79,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62,0.42
134,36.8626,2.46,-1.15,-1.7,0.43,1.65,-0.23,0.98,-0.2,-1.44,1.1,1.79,-1.28,-0.03,0.37,-0.12,-1.59,1.07,-1.56,0.7,-0.48,-0.8,-0.84,-0.62
